label,teks,emotion
0,aku merasa hanya punya beberapa hari lagi sampai aku hancur,Sadness
0,aku merasa menangis sepanjang hari sejak itu,Sadness
3,aku merasa tulang-tulang egois ini tidak bisa menyerah lagi. aku ingat nasihat bijak dari semua ibu berpengalaman yang kutemui yang menyuruhku menikmati setiap menitnya karena aku akan segera merindukan kekacauan di dapur.,Anger
1,saya merasa seperti saya lebih kreatif dan menyenangkan daripada pertunjukan rumah saya,Joy
5,saya merasa terkejut ketika saya masuk ke blog ini dan mendapati diri saya mendapat lebih banyak penayangan sejak terakhir kali saya masuk,Surprise
0,aku merasa tidak terlalu kesepian,Sadness
3,aku merasa kejam ketika aku menulis ini,Anger
3,aku hanya merasa tidak ada seorang pun yang peduli dan tidak ada seorang pun yang mau berusaha dan bertemu,Anger
2,aku merasakan perasaan yang sangat lembut untuk dikalahkan,Love
1,saya merasa ingin mencoba menghidupkan kembali nv lama tercinta dalam format yang agak baru,Joy
0,saya merasa seolah-olah memberikan terlalu banyak detail tentang hal-hal yang tidak penting seperti kehidupan sehari-hari chris dan mengabaikan detail lain seperti karakter yang lebih mendalam terutama dengan karakter sekunder,Sadness
1,saya merasa sangat cocok dan saya mendukung berlari dan bersenang-senang,Joy
0,"aku tidak tahu bagaimana cara melewati kesedihan, rasa sakit yang nyata di tubuhku, air mata yang tidak bisa kukendalikan, rasa bersalah yang aku rasakan karena merasa hancur saat dia menjadi cucuku.",Sadness
1,"saya menemukan sepasang piyama yang tepat dan saya merasa suka bertualang dan malas pada saat yang sama, saya akan mencoba tren ini",Joy
2,aku tidak merasa begitu ramah di emeritius,Love
4,saya hanya merasa skeptis,Fear
1,saya merasa sangat senang akhirnya bisa terhubung kembali dengan anda hari ini setelah lebih dari satu tahun merasakan kesadaran luar biasa yang dimiliki kolektif anda,Joy
1,saya ingat merasa sangat bersemangat namun sedikit kecewa mengetahui bahwa kesalahan dalam tfio bintang kami akan dirilis pada tanggal juni karena sangat ingin menontonnya tetapi saya merasa tidak memiliki siapa pun untuk menontonnya bersama,Joy
0,saya merasa sedih setiap kali saya mendengar seorang warga nigeria dibunuh oleh kelompok gila yang disebut boko haram,Sadness
4,"saya sedang bereksperimen dan saya tahu saya belum cukup makan pada beberapa hari pertama penyesuaian diet mungkin karena ketika anda merasa seperti sampah dan anda agak takut pada makanan membuat anda merasa seperti sampah, anda melakukan itu",Fear
0,aku sudah merasa busuk dan kemudian ada kesedihan yang luar biasa karena kegelapan yang menganga datang kepadaku dari ujung timur negara connecticut tempat aku bersekolah,Sadness
0,aku merasa sedikit hancur,Sadness
4,aku hanya merasa dia begitu tegang,Fear
0,"saya merasa sangat pasrah dengan nasib budaya kita, namun saya ingin membedakannya dari sekadar menyerahkan diri pada nihilisme",Sadness
3,aku benar-benar tidak menyukai mereka meskipun aku akan memberitahu mereka dengan tepat apa yang aku rasakan dan bertindak agak bermusuhan sesudahnya,Anger
3,aku merasa ada orang yang mengganggunya bahkan bertahun-tahun kemudian,Anger
0,"aku merasa bukan hanya aku yang kesepian pada saat itu, tapi aku selalu merasa kesepian dan akan selalu merasa kesepian. keputusasaan itulah yang membuatku mempertimbangkan untuk bunuh diri lebih dari satu kali.",Sadness
1,aku tidak merasa pintar kemarin karena mabuk sebesar planet dan tidak bisa makan daging panggang mingguku yang enak yang kami santap,Joy
4,"saya merasa sedikit takut, cemas dan gugup karena saya akan melakukan hal yang benar setiap saat",Fear
1,aku tidak akan bertele-tele tentang betapa bodoh dan menyesalnya aku. cukuplah untuk mengatakan bahwa aku payah dan kamu dengan penuh kasih sayang menanggapinya.,Joy
5,saya tidak merasakan perasaan itu lagi hanya ingin tahu mengapa anda melakukan amp ini sehingga amp bingung tentang segala hal,Surprise
4,saya merasa sangat khawatir dengan ingatan kolektif yang kita bagikan,Fear
1,"menurutku, meletakkan batu bata atau mengecat dinding akan membuatku merasa lebih berguna",Joy
0,saya merasa sedikit sedih tentang href http andrewducker itu,Sadness
2,aku merasa sangat diperkaya dan diberkati dengan hidupku,Love
0,"aku melakukan yang terbaik tapi perasaanku bercampur aduk, senang berada di bengkelnya, gugup karena aku akan memimpin salah satu karyaku sendiri untuk nonfiksi ketika dia selesai dan telah memberikan ceramah publiknya",Sadness
4,"saya bisa, tetapi saya merasa sangat tidak nyaman melakukannya, hal ini menghabiskan banyak daya pemrosesan dan saya mengaitkannya dengan beberapa situasi sangat buruk yang saya alami baru-baru ini",Fear
1,"aku selalu merasa sedikit skeptis terhadapnya, tapi aku terbukti salah aku selalu pulang dengan perasaan santai dan siap tidur. aku pergi tidur",Joy
1,"aku ingin melakukannya, tapi menurutku jika itu tulus, mungkin akan terlihat sedikit murahan atau seseorang mungkin menganggap emosiku kekanak-kanakan atau primitif, dan jika tidak tulus, aku akan kesulitan melakukannya dan aku khawatir tentang hal yang sama.",Joy
0,terkadang aku merasa sedih karena,Sadness
1,"saya ingat untuk menggunakan ini, saya jarang merasa mendapatkan sesuatu yang istimewa",Joy
1,aku menjadi cerewet dan perlahan-lahan mulai membenci diriku sendiri dan berhenti membiarkan diriku merasakan perasaanku sendiri karena aku yakin perasaan itu tidak sah,Joy
1,saya merasa tertantang oleh injil dan oleh gereja saya harus bersyukur,Joy
1,aku melihat cahaya berbeda di mata pemahaman dan koneksi terhadap segala sesuatu yang menurutku enak,Joy
0,saya telah menjadi saya masih bisa berbaur dan berbagi lantai dansa dengan mereka tanpa merasa malu img src http s,Sadness
3,"saya sudah mulai minum antibiotik pada bulan juli, setiap jon menderita radang amandel dan merasa sangat kasar sepanjang minggu, saya mengalami infeksi air dan kandung kemih serta rahim yang terasa sangat teriritasi dan tidak nyaman saat ini",Anger
0,aku dan aku mulai terbiasa. aku sudah mencoba sampo lain dan hasilnya membuat rambutku terasa kotor,Sadness
5,saya tahu bahwa hal itu dapat mengurangi nafsu makan sehingga setelah beberapa saat kecanduan akan memunculkan perasaan negatif tentang mengonsumsi glutamin dan keengganan yang aneh untuk melakukan hal yang benar berarti saya tidak akan mengonsumsi glutamin,Surprise
1,"aku melewatkan pesta pemutaran perdanaku dan saat ini aku melewatkan jalan karpet merah di pemutaran perdana sebenarnya, tapi aku merasa jauh lebih baik sekarang hanya karena tidak punya cukup energi untuk melawan orang banyak atau berdiri berjam-jam di jalan",Joy
2,"saya mulai merasa lebih ringan, lebih berbelas kasih dan lebih bahagia",Love
1,saya merasa positif tentang hal itu,Joy
0,saya merasa area ini bermanfaat bagi keseluruhan pelatihan orang yang patuh,Sadness
1,saya kira saya mencoba untuk merasa lembut dan setenang objek ini lebar tinggi kelas blogger video youtube classid clsiddcdbe aed cf b basis kode unduhan http,Joy
3,"aku sangat merasakannya, jadi aku cukup keras kepala",Anger
0,sejujurnya aku bisa mengatakan bahwa aku berjuang untuk menunjukkan rasa syukur atas apa yang kami minta dan merasa patah hati atas hal-hal yang aku tinggalkan,Sadness
0,aku menyadari setiap kali setelah bertemu gadis-gadis itu aku merasa tidak bahagia haha,Sadness
1,aku merasa energik yang berarti aku tidak perlu memaksakan diri keluar dari tempat tidur lagi. aku akhirnya bisa berpakaian dengan benar dan aku ingin berada di luar,Joy
1,anehnya aku merasa segar kembali hari ini seperti aku digantung oleh tali surgawi atau semacamnya,Joy
0,aku akan memiliki pernikahan yang bagus. aku hanya merasa kalah karena membiarkan pernikahanku lolos begitu saja,Sadness
0,aku ketahuan karena kukuku dan aku mulai merobeknya tanpa alasan karena menurutku aku merasa terlalu stres,Sadness
4,aku benar-benar menolak untuk merasa tidak aman lagi dengan penampilanku,Fear
3,"aku hanya duduk dalam perasaanku dan tidak berolahraga, jangan membaca, jangan menulis, hanya duduk, aku tidak bisa melakukannya selamanya, tapi di sinilah aku saat ini karena setidaknya aku sedang duduk, setidaknya aku tidak kacau karena simpanan clonazepam dan seroquel",Anger
3,"saya mendapati diri saya merasa lebih gelisah, rewel, stres, dan kewalahan kemarin pagi saat saya sedang mengerjakan beberapa tugas terkait yang bergerak",Anger
1,"saya sudah mulai melakukan hal itu membuat saya merasa lebih rileks, memprioritaskan latihan yoga saya dan menambahkan lebih banyak latihan pernapasan dan meditasi daripada melewatkannya atau terus-menerus melakukannya seperti yang sering saya lakukan ketika saya sedang sibuk, artinya sepanjang waktu menghela nafas itu sederhana tapi itu href http www",Joy
0,aku merasa sangat lesu dan apatis sehingga aku tidak bisa melakukan apa pun selain duduk di sini dan menyegarkan tumblr,Sadness
0,aku benci tidak mengetahui hal-hal membuatku merasa sangat tidak mampu,Sadness
0,aku merasa canggung,Sadness
1,saya dapat mengatakan lebih jauh bahwa saya merasa optimis tetapi mungkin tidak pesimis,Joy
5,saya mengalami serangan panik kecil pada hari pertama bayi itu tiba di rumah. saya merasa sangat kewalahan dan tanpa dukungan sehingga saya mulai panik,Surprise
1,aku juga merasa lebih menghargai sahabatku yang telah membantuku dan menasihatiku untuk bersantai dan melepaskan,Joy
0,aku merasa tidak enak pada bayi yang dia gigit dan bertanya-tanya apakah mereka mendapat laporan kecelakaan yang dikirim ke rumah yang mengatakan bahwa teman bayimu menggigitnya,Sadness
1,aku merasa gembira seperti anak berumur satu tahun,Joy
1,aku merasa cukup bertekad untuk mengumpulkan cukup uang untuk mengirim dani ke florida musim panas ini,Joy
1,saya merasa sangat berharap tentang musim depan,Joy
0,aku merasa sangat kasihan pada warga california,Sadness
1,saya merasa jauh lebih produktif dengan ruang saya sendiri dan lebih santai karena saya tidak perlu memberi tahu siapa pun ke mana saya akan pergi ketika saya kembali atau jika saya menyapu kamar saya,Joy
0,saya tahu betapa cepatnya hal ini terjadi dan saya merasa tidak berdaya untuk menghentikannya,Sadness
0,"saya harus berlari setiap hari untuk mendapatkan surat-surat baru dan ketika saya kembali ke rumah, saya merasa sangat tertekan. saya tidak ingin berbicara dengan george atau teman-teman saya dan saya memiliki keluarga yang membuat saya merasa jauh lebih buruk.",Sadness
0,"aku merasa dia tidak perlu mengeluh karena dia mempunyai begitu banyak, namun dia sangat tidak bahagia karena hal-hal kecil",Sadness
0,"yang kulakukan dan kubilang ngeblog, aku merasa seperti remaja bodoh yang hanya menghabiskan malam santai di tumblr",Sadness
0,"aku akan merasa tidak enak, menjadi sangat sibuk atau secara umum ada hal-hal yang bertentangan dengan keinginanku, ini akan menjadi hari ulang tahunku",Sadness
0,aku merasa sangat lesu aku hanya ingin tidur sepanjang hari,Sadness
2,"kataku, merasa sangat nostalgia karena hal itu berlalu sangat cepat dan aku merasakan banyak emosi",Love
1,aku merasa ungkapan itu menyiratkan sebuah prosesi yang tenang dan teratur di mana aku akan membuang sampah-sampah dari tanganku,Joy
1,saya merasa energik jadi kami akan melakukan pendakian,Joy
0,aku harus melakukan apa yang harus kulakukan. aku merasa seperti anak kecil yang dihukum oleh ibunya karena kesalahan yang dia lakukan,Sadness
2,"aku merasa semua orang yang setia padaku, jujur, dan memberi teman telah benar-benar melupakan semua tentangku",Love
1,aku merasa sangat puas karena aku adalah pembersih yang cukup baik,Joy
1,aku sudah merasa lebih baik jadi aku akhirnya bolos berolahraga,Joy
0,aku tidak akan berbohong aku bangun dengan perasaan tidak enak dan benar-benar hanya ingin berguling dan kembali tidur tetapi ketika aku mulai,Sadness
3,aku merasa sangat picik atas apa yang kulakukan,Anger
1,menurutku tentang ini aku mungkin akan terpengaruh oleh kain cantiknya,Joy
1,saya harus membatasinya hingga beberapa jam sehari tetapi saya merasa kurang produktif dan saya khawatir apa dampaknya terhadap penjualan jika saya tidak bisa melakukan promosi apa pun untuk serial baru saya.,Joy
0,saya mengandalkan anonimitas internet dan banyak penelitian di google untuk mencoba menghilangkan perasaan bahwa segala sesuatunya tragis dan tanpa harapan,Sadness
0,"aku merasa malu meninggalkan dunia yang berantakan dan tidak nyaman untukmu, tapi harus seperti ini",Sadness
1,aku merasa baik hati hari ini sungguh kasihan kamu mengeluarkan yang terbaik dalam diriku,Joy
1,saya tidak merasa berbakat atau punya alasan untuk menonjol di sekolah,Joy
4,saya sering merasa kewalahan dengan semua orang dalam hidup saya yang perlu saya pastikan agar merasa dicintai dan diperhatikan oleh saya,Fear
0,aku merasa seperti aku dihukum karena sesuatu tapi aku tidak tahu apa itu,Sadness
3,saya marah saya merasa gelisah dan gelisah kita akan mulai melihat bahwa hal ini juga menjelaskan akibat-akibat yang tidak dapat kita kaitkan kembali dengan sebab-sebab di kehidupan sebelumnya,Anger
0,aku merasa jelek dan berat,Sadness
0,"aku merasa sangat buruk, aku benci meminta uang kepada orang tuaku",Sadness
4,saya merasa juga enggan untuk membiarkan proyek tersebut berjalan dan selesai,Fear
3,"tadinya aku berharap bisa merasa lega, tapi sekarang aku kesal karena situs webnya tidak sependapat denganku dan aku merasa dihakimi",Anger
1,aku bisa membuat anak-anakku merasa aman dan merasa bersyukur memiliki mereka di sini,Joy
1,saya merasa tenang dan antusias pada saat yang bersamaan,Joy
1,saya merasa lebih baik sekarang pada menu malam ini,Joy
0,aku melihat foto itu kenapa aku merasa menyesal,Sadness
3,aku terbangun pagi ini dan merasakan lendir dingin mengalir di wajahku,Anger
2,saya mempunyai hobi yang saya sukai dan saya pertahankan,Love
1,aku tidak merasa begitu tertarik untuk melakukannya tiba-tiba membacanya lagi dan kamu akan mengerti mengapa tidak jika itu sangat brilian,Joy
1,saya merasa berguna dapat mengajari anak-anak hal-hal yang saya ketahui walaupun hanya bagaimana membuat origami bukan bagaimana menyelesaikan reaksi elektrolisis bagaimana mencari waktu peluru mengenai kayu bock dan hal-hal rumit lainnya,Joy
1,"saya merasa yakin bahwa saya mengenal suara tuhan ketika dia berbicara kepada hati saya, tetapi segala sesuatunya tampaknya tidak menjanjikan sama sekali",Joy
3,"aku memikirkannya, semakin aku merasa marah dan dengan demikian diberdayakan oleh kemauanku sendiri, keputusanku sendiri, dan hidupku sendiri",Anger
0,aku benci merasa tidak diterima di mana pun kamu berada,Sadness
0,aku merasa sangat tidak dicintai,Sadness
1,aku merasakannya saat natal dan aku baru saja meyakinkan diriku sendiri mungkin aku sedang mengalami semacam depresi pascapersalinan yang terlambat,Joy
0,aku merasa seperti ayah yang lalai,Sadness
0,aku tidak ingin ada tali yang mengikat seseorang begitu kuat hingga aku merasa terluka parah,Sadness
4,saya merasa diserang ketika saya keluar dari gedung dan udara di luar menyelimuti saya seperti kain basah,Fear
1,aku merasa baik-baik saja tapi hampir setiap hari aku bahkan tidak bisa menggambarkannya. aku merasa tidak enak badan mungkin dua hari sekali,Joy
1,saya juga merasa bahwa intinya baik hati dan sangat membantu,Joy
1,aku merasa cukup berbudi luhur karena aku sudah membuat makan siang untuk besok pasta dengan sup yang diaduk sebagai pengganti saus. aku benar-benar merasa ingin nasi goreng telur lagi hari ini dan menurutku rasanya tidak enak jadi aku harus punya rencana cadangan,Joy
1,saya tidak merasa sistemnya terselesaikan karena menurut saya kaca pembesar yang mengikuti mouse mengganggu,Joy
4,saya telah memutuskan untuk menjaga perasaan saya hari ini tidak terlindungi mengingat jatuhnya pasar saham,Fear
4,aku bisa merasakan gelombang keputusasaan yang memancar dari belakang kemudi,Fear
0,aku bahkan belum memikirkannya dan hal-hal yang dikumpulkan dengan sisa barang bawaanku hanya membuatku merasa lebih terbebani pada saat aku perlu membuang sebagian tekanan dan tidak menambahnya.,Sadness
